"nflId","displayName","position","avg_goe","std_goe","avg_error","n_plays"
47842,"Parris Campbell","WR",-0.00238044458393741,0.173170295779738,0.145015236100372,296
47849,"Diontae Johnson","WR",-0.00246396128570198,0.129026117806318,0.101070224389,269
52443,"D'Andre Swift","RB",-0.00251064236826266,0.0741286535096622,0.0537027983548169,89
42358,"Melvin Gordon","RB",-0.00258862992729841,0.0891373446275119,0.0619923731937412,90
41349,"Logan Thomas","TE",-0.00293051340795533,0.184284418011694,0.152513615635184,136
52442,"Michael Pittman","WR",-0.00293833314112676,0.147487974824195,0.120398689883086,297
53579,"Kenneth Gainwell","RB",-0.00338415574237146,0.0886040239035722,0.0604864771338126,55
52942,"Juwan Johnson","TE",-0.00339016956433945,0.150281449921097,0.126898255373403,214
53658,"Mike Strachan","WR",-0.00367830219333618,0.150016676720475,0.10813231288717,63
46309,"Richie James","WR",-0.00372169272649061,0.189179698127185,0.154731093621198,109
53453,"Najee Harris","RB",-0.00372248505914129,0.0918335258796705,0.0666312904385314,130
45268,"Patrick Ricard","FB",-0.00408951204264306,0.130347219845197,0.095131772154052,80
54483,"Treylon Burks","WR",-0.00427925607374853,0.14510066668477,0.114457918479776,62
54597,"Romeo Doubs","WR",-0.00437413698974133,0.139861285007213,0.112876477777266,225
41282,"Davante Adams","WR",-0.00440494851448074,0.153902472898828,0.1235056487319,265
44841,"David Njoku","TE",-0.00468140611084593,0.170970502583237,0.141377875627672,162
54476,"Chris Olave","WR",-0.00496073185885045,0.148522855087877,0.118701994569478,227
40011,"Travis Kelce","TE",-0.00506238488538316,0.167146880115584,0.136461709124438,264
46377,"Jeffery Wilson","RB",-0.00507492778094021,0.101333634256915,0.0703479523123315,106
54577,"Daniel Bellinger","TE",-0.0052502628398996,0.209123076015522,0.181410502062069,74
47911,"Tony Pollard","RB",-0.00527514066293599,0.0808450122295846,0.0587313495923837,78
53464,"Javonte Williams","RB",-0.00542063955955443,0.092801110170186,0.0685315568175832,62
43336,"Michael Thomas","WR",-0.0057754155533544,0.136223932276181,0.110929780291996,84
37101,"Mark Ingram","RB",-0.00605374465662049,0.0695937846493692,0.04977966231783,60
45102,"Zach Pascal","WR",-0.00632785720840952,0.128614836768406,0.104020640449943,56
46189,"Will Dissly","TE",-0.00684148867960026,0.186630630482566,0.162235249265676,112
47834,"A.J. Brown","WR",-0.00732686267603455,0.146563733071011,0.110931536569908,207
46167,"Jordan Akins","TE",-0.00803076043108822,0.193054736242956,0.160884561171366,67
43293,"Ezekiel Elliott","RB",-0.00818672992640344,0.0791305313188531,0.0559577529724983,93
52526,"Albert Okwuegbunam","TE",-0.00847568173377724,0.193077023593647,0.164088544116162,78
53244,"Michael Bandy","WR",-0.00901102873599575,0.148223900994453,0.112379250289724,79
40488,"Adam Thielen","WR",-0.00912370469827263,0.172306351446904,0.140601373789982,278
41325,"Jerick McKinnon","RB",-0.00943833411444036,0.0964891702234313,0.0678883279214716,147
54905,"Jaylen Warren","RB",-0.00945088196640802,0.0581881880442187,0.0434610654249118,69
40078,"Kyle Juszczyk","FB",-0.00972330226216762,0.0957918495251603,0.0683265786821294,95
54545,"Greg Dulcich","TE",-0.0100576398089425,0.196720369235764,0.166732635215919,74
52733,"James Robinson","RB",-0.0101030738426523,0.108730351669206,0.0772297616526725,86
48097,"Jakobi Meyers","WR",-0.0102984299073823,0.189743190945659,0.160599509825144,189
47885,"Alexander Mattison","RB",-0.0103290859972396,0.058744116600902,0.0452875709995121,70
43584,"Kalif Raymond","WR",-0.0106310280992824,0.160376624601966,0.132117816765276,144
47932,"Hunter Renfrow","WR",-0.0108971765311438,0.208140451087978,0.172317692304807,167
44853,"Dalvin Cook","RB",-0.0109382389960186,0.0716394294903089,0.0548693132409218,144
46256,"Ray-Ray McCloud","WR",-0.0109545584419536,0.158272855837875,0.132678001963108,78
54515,"Tyquan Thornton","WR",-0.0111922349860629,0.122583340724484,0.0985319370300104,107
53454,"Travis Etienne","RB",-0.0118283761629005,0.078710774442009,0.0557576503293785,133
47803,"Noah Fant","TE",-0.0118831240125812,0.179896274005483,0.148944342603451,139
54556,"Rachaad White","RB",-0.0124726316345879,0.0674485731262148,0.0564865357239282,100
40138,"Rex Burkhead","RB",-0.0128205901937987,0.102364391217379,0.066855660091553,99
53633,"Shi Smith","WR",-0.0139257007425189,0.160800564435073,0.131506675452114,171
52440,"Clyde Edwards-Helaire","RB",-0.0139490991438825,0.0738328921051183,0.0576934184089397,109
48374,"Olamide Zaccheaus","WR",-0.0149097380838953,0.180499367550759,0.152246594171079,129
44849,"Zay Jones","WR",-0.0150700080196713,0.167909024401437,0.139241374983328,241
52766,"Kendall Hinton","WR",-0.0155616260590173,0.147740404138531,0.107356801460277,66
46173,"Nyheim Hines","RB",-0.015624443202959,0.0881134504199335,0.063895057682675,79
53488,"Terrace Marshall","WR",-0.0158956106612015,0.126567403062829,0.10068593804014,104
54506,"Kenneth Walker","RB",-0.0162158654087614,0.0736329810869327,0.0562944521400443,78
46226,"Tyler Conklin","TE",-0.0164239344082336,0.190457773903485,0.164893277739431,213
44896,"Chris Godwin","WR",-0.0165767460915107,0.183415090533178,0.156553935425337,236
53098,"Marquez Callaway","WR",-0.0172825624010476,0.116076523246923,0.0921081134541138,160
46671,"Trent Sherfield","WR",-0.0174550709996621,0.174333632364262,0.135708854512397,187
46279,"Braxton Berrios","WR",-0.0175005178678743,0.168076199508841,0.139272713774813,110
46113,"Dante Pettis","WR",-0.017973324032439,0.144203288167128,0.117005155455162,97
53506,"Josh Palmer","WR",-0.0184747000091893,0.159684740704782,0.126919393936884,245
52595,"Donovan Peoples-Jones","WR",-0.0184923070347445,0.15658569511146,0.120859309697736,208
